,node,centrality,community,density
25705,29954,3,1,0.0018244609999929148
25710,7779,3,1,0.0018244609999929148
25944,13809,3,1,0.0018244609999929148
25965,19284,3,1,0.0018244609999929148
26065,34521,3,1,0.0018244609999929148
26117,34168,3,1,0.0018244609999929148
26123,6577,3,1,0.0018244609999929148
26191,20665,3,1,0.0018244609999929148
26195,21558,3,1,0.0018244609999929148
26205,34482,3,1,0.0018244609999929148
26353,6684,3,1,0.0018244609999929148
26358,6688,3,1,0.0018244609999929148
26541,13309,3,1,0.0018244609999929148
26573,19209,3,1,0.0018244609999929148
26678,31697,3,1,0.0018244609999929148
26720,21314,3,1,0.0018244609999929148
26839,36256,3,1,0.0018244609999929148
27109,18429,3,1,0.0018244609999929148
27138,25082,3,1,0.0018244609999929148
27232,21536,3,1,0.0018244609999929148
27234,13154,3,1,0.0018244609999929148
27264,26788,3,1,0.0018244609999929148
27278,7311,3,1,0.0018244609999929148
27315,7323,3,1,0.0018244609999929148
27324,32551,3,1,0.0018244609999929148
27336,36502,3,1,0.0018244609999929148
27417,7841,3,1,0.0018244609999929148
27431,20128,3,1,0.0018244609999929148
27444,7416,3,1,0.0018244609999929148
27521,1263,3,1,0.0018244609999929148
27526,11875,3,1,0.0018244609999929148
27617,21292,3,1,0.0018244609999929148
27662,7610,3,1,0.0018244609999929148
27671,20588,3,1,0.0018244609999929148
27825,13724,3,1,0.0018244609999929148
27826,34755,3,1,0.0018244609999929148
27883,16077,3,1,0.0018244609999929148
27896,7821,3,1,0.0018244609999929148
27901,26844,3,1,0.0018244609999929148
27903,10643,3,1,0.0018244609999929148
27911,8705,3,1,0.0018244609999929148
27912,29366,3,1,0.0018244609999929148
27914,18723,3,1,0.0018244609999929148
27916,29734,3,1,0.0018244609999929148
27918,32258,3,1,0.0018244609999929148
27919,35732,3,1,0.0018244609999929148
28000,7903,3,1,0.0018244609999929148
28018,21346,3,1,0.0018244609999929148
28055,25834,3,1,0.0018244609999929148
28217,29782,3,1,0.0018244609999929148
28279,8201,3,1,0.0018244609999929148
28302,8227,3,1,0.0018244609999929148
28432,32490,3,1,0.0018244609999929148
28490,26716,3,1,0.0018244609999929148
28648,37347,3,1,0.0018244609999929148
28744,8594,3,1,0.0018244609999929148
28757,32502,3,1,0.0018244609999929148
28773,21648,3,1,0.0018244609999929148
28778,27143,3,1,0.0018244609999929148
28781,10998,3,1,0.0018244609999929148
28786,31647,3,1,0.0018244609999929148
28791,33212,3,1,0.0018244609999929148
28797,10292,3,1,0.0018244609999929148
28801,29458,3,1,0.0018244609999929148
28813,33171,3,1,0.0018244609999929148
28814,4867,3,1,0.0018244609999929148
28903,32181,3,1,0.0018244609999929148
28904,11190,3,1,0.0018244609999929148
28913,22614,3,1,0.0018244609999929148
28914,11234,3,1,0.0018244609999929148
28965,8818,3,1,0.0018244609999929148
28983,8844,3,1,0.0018244609999929148
28998,8865,3,1,0.0018244609999929148
29044,35461,3,1,0.0018244609999929148
29051,15933,3,1,0.0018244609999929148
29108,8983,3,1,0.0018244609999929148
29136,9019,3,1,0.0018244609999929148
29153,23731,3,1,0.0018244609999929148
29169,16104,3,1,0.0018244609999929148
29190,29781,3,1,0.0018244609999929148
29199,30432,3,1,0.0018244609999929148
29237,23864,3,1,0.0018244609999929148
29246,17106,3,1,0.0018244609999929148
29265,21852,3,1,0.0018244609999929148
29297,14170,3,1,0.0018244609999929148
29452,9153,3,1,0.0018244609999929148
29477,37286,3,1,0.0018244609999929148
29504,10992,3,1,0.0018244609999929148
29534,33088,3,1,0.0018244609999929148
29601,10436,3,1,0.0018244609999929148
29622,20833,3,1,0.0018244609999929148
29660,10437,3,1,0.0018244609999929148
29708,23713,3,1,0.0018244609999929148
29724,32064,3,1,0.0018244609999929148
29782,9068,3,1,0.0018244609999929148
29881,35976,3,1,0.0018244609999929148
29939,25511,3,1,0.0018244609999929148
30056,11026,3,1,0.0018244609999929148
30079,13280,3,1,0.0018244609999929148
30107,12025,3,1,0.0018244609999929148
30108,24412,3,1,0.0018244609999929148
30120,27311,3,1,0.0018244609999929148
30167,20629,3,1,0.0018244609999929148
30177,23053,3,1,0.0018244609999929148
30192,22005,3,1,0.0018244609999929148
30193,23235,3,1,0.0018244609999929148
30196,25269,3,1,0.0018244609999929148
30202,9548,3,1,0.0018244609999929148
30203,25820,3,1,0.0018244609999929148
30211,22045,3,1,0.0018244609999929148
30237,19241,3,1,0.0018244609999929148
30256,16310,3,1,0.0018244609999929148
30273,29198,3,1,0.0018244609999929148
30278,26851,3,1,0.0018244609999929148
30293,22260,3,1,0.0018244609999929148
30295,34469,3,1,0.0018244609999929148
30317,27280,3,1,0.0018244609999929148
30337,37575,3,1,0.0018244609999929148
30355,12669,3,1,0.0018244609999929148
30369,15173,3,1,0.0018244609999929148
30511,22579,3,1,0.0018244609999929148
30546,10263,3,1,0.0018244609999929148
30558,20233,3,1,0.0018244609999929148
30700,33117,3,1,0.0018244609999929148
30768,22805,3,1,0.0018244609999929148
30802,14017,3,1,0.0018244609999929148
30820,18511,3,1,0.0018244609999929148
30822,20749,3,1,0.0018244609999929148
30832,35025,3,1,0.0018244609999929148
30835,20281,3,1,0.0018244609999929148
30842,7844,3,1,0.0018244609999929148
30843,31943,3,1,0.0018244609999929148
30850,30578,3,1,0.0018244609999929148
30861,15083,3,1,0.0018244609999929148
30870,29746,3,1,0.0018244609999929148
31008,23205,3,1,0.0018244609999929148
31017,10795,3,1,0.0018244609999929148
31038,30830,3,1,0.0018244609999929148
31056,5739,3,1,0.0018244609999929148
31093,10430,3,1,0.0018244609999929148
31100,5550,3,1,0.0018244609999929148
31114,18541,3,1,0.0018244609999929148
31142,14046,3,1,0.0018244609999929148
31190,20627,3,1,0.0018244609999929148
31224,14845,3,1,0.0018244609999929148
31294,36497,3,1,0.0018244609999929148
31324,31945,3,1,0.0018244609999929148
31344,11126,3,1,0.0018244609999929148
31351,28547,3,1,0.0018244609999929148
31374,24825,3,1,0.0018244609999929148
31397,34024,3,1,0.0018244609999929148
31398,13947,3,1,0.0018244609999929148
31400,11606,3,1,0.0018244609999929148
31447,29408,3,1,0.0018244609999929148
31454,5499,3,1,0.0018244609999929148
31497,11381,3,1,0.0018244609999929148
31505,29906,3,1,0.0018244609999929148
31508,36352,3,1,0.0018244609999929148
31510,22308,3,1,0.0018244609999929148
31513,25581,3,1,0.0018244609999929148
31522,28050,3,1,0.0018244609999929148
31572,15462,3,1,0.0018244609999929148
31647,11523,3,1,0.0018244609999929148
31663,11547,3,1,0.0018244609999929148
31728,11602,3,1,0.0018244609999929148
31748,21896,3,1,0.0018244609999929148
31749,33411,3,1,0.0018244609999929148
31750,35597,3,1,0.0018244609999929148
31779,19817,3,1,0.0018244609999929148
31912,26712,3,1,0.0018244609999929148
31978,24674,3,1,0.0018244609999929148
32048,30559,3,1,0.0018244609999929148
32112,12169,3,1,0.0018244609999929148
32122,32336,3,1,0.0018244609999929148
32193,12298,3,1,0.0018244609999929148
32222,12338,3,1,0.0018244609999929148
32252,16280,3,1,0.0018244609999929148
32253,12185,3,1,0.0018244609999929148
32263,32681,3,1,0.0018244609999929148
32288,12422,3,1,0.0018244609999929148
32301,27686,3,1,0.0018244609999929148
32304,22737,3,1,0.0018244609999929148
32330,32110,3,1,0.0018244609999929148
32334,33331,3,1,0.0018244609999929148
32342,8882,3,1,0.0018244609999929148
32358,29777,3,1,0.0018244609999929148
32378,12580,3,1,0.0018244609999929148
32410,12629,3,1,0.0018244609999929148
32505,12855,3,1,0.0018244609999929148
32644,13128,3,1,0.0018244609999929148
32654,37211,3,1,0.0018244609999929148
32695,8038,3,1,0.0018244609999929148
32710,30838,3,1,0.0018244609999929148
32713,18073,3,1,0.0018244609999929148
32719,15804,3,1,0.0018244609999929148
32720,25035,3,1,0.0018244609999929148
32721,20939,3,1,0.0018244609999929148
32754,13417,3,1,0.0018244609999929148
32808,13415,3,1,0.0018244609999929148
32889,13620,3,1,0.0018244609999929148
32890,36942,3,1,0.0018244609999929148
32904,14118,3,1,0.0018244609999929148
32920,35029,3,1,0.0018244609999929148
33002,26864,3,1,0.0018244609999929148
33012,14172,3,1,0.0018244609999929148
33048,24064,3,1,0.0018244609999929148
33053,18310,3,1,0.0018244609999929148
33064,32359,3,1,0.0018244609999929148
33087,37168,3,1,0.0018244609999929148
33188,29410,3,1,0.0018244609999929148
33189,28952,3,1,0.0018244609999929148
33214,15999,3,1,0.0018244609999929148
33243,14058,3,1,0.0018244609999929148
33290,19771,3,1,0.0018244609999929148
33308,8152,3,1,0.0018244609999929148
33312,29588,3,1,0.0018244609999929148
33352,9649,3,1,0.0018244609999929148
33356,26561,3,1,0.0018244609999929148
33425,29298,3,1,0.0018244609999929148
33450,37133,3,1,0.0018244609999929148
33462,33097,3,1,0.0018244609999929148
33467,36308,3,1,0.0018244609999929148
33482,32969,3,1,0.0018244609999929148
33490,15365,3,1,0.0018244609999929148
33515,14491,3,1,0.0018244609999929148
33605,6622,3,1,0.0018244609999929148
33619,29192,3,1,0.0018244609999929148
33626,14732,3,1,0.0018244609999929148
33639,36789,3,1,0.0018244609999929148
33648,29627,3,1,0.0018244609999929148
33673,17599,3,1,0.0018244609999929148
33688,16356,3,1,0.0018244609999929148
33722,14943,3,1,0.0018244609999929148
33723,14953,3,1,0.0018244609999929148
33850,24090,3,1,0.0018244609999929148
33855,1872,3,1,0.0018244609999929148
33883,24597,3,1,0.0018244609999929148
34018,14547,3,1,0.0018244609999929148
34020,18545,3,1,0.0018244609999929148
34056,29461,3,1,0.0018244609999929148
34208,20943,3,1,0.0018244609999929148
34212,15930,3,1,0.0018244609999929148
34229,22034,3,1,0.0018244609999929148
34264,30605,3,1,0.0018244609999929148
34270,24690,3,1,0.0018244609999929148
34310,30324,3,1,0.0018244609999929148
34379,36327,3,1,0.0018244609999929148
34475,32971,3,1,0.0018244609999929148
34482,16717,3,1,0.0018244609999929148
34499,33312,3,1,0.0018244609999929148
34521,16928,3,1,0.0018244609999929148
34523,36963,3,1,0.0018244609999929148
34533,16831,3,1,0.0018244609999929148
34572,16966,3,1,0.0018244609999929148
34604,33025,3,1,0.0018244609999929148
34605,20902,3,1,0.0018244609999929148
34621,20487,3,1,0.0018244609999929148
34644,22136,3,1,0.0018244609999929148
34674,36338,3,1,0.0018244609999929148
34701,17490,3,1,0.0018244609999929148
34716,23553,3,1,0.0018244609999929148
34768,35617,3,1,0.0018244609999929148
34776,29211,3,1,0.0018244609999929148
34788,19357,3,1,0.0018244609999929148
34797,11811,3,1,0.0018244609999929148
34812,20827,3,1,0.0018244609999929148
34832,17690,3,1,0.0018244609999929148
34845,36565,3,1,0.0018244609999929148
34982,21706,3,1,0.0018244609999929148
35042,28546,3,1,0.0018244609999929148
35049,35192,3,1,0.0018244609999929148
35078,27083,3,1,0.0018244609999929148
35124,21366,3,1,0.0018244609999929148
35133,33153,3,1,0.0018244609999929148
35134,23482,3,1,0.0018244609999929148
35135,28926,3,1,0.0018244609999929148
35224,27599,3,1,0.0018244609999929148
35256,24378,3,1,0.0018244609999929148
35278,19122,3,1,0.0018244609999929148
35293,33775,3,1,0.0018244609999929148
35513,26498,3,1,0.0018244609999929148
35555,19719,3,1,0.0018244609999929148
35559,10999,3,1,0.0018244609999929148
35577,19799,3,1,0.0018244609999929148
35604,34916,3,1,0.0018244609999929148
35795,35074,3,1,0.0018244609999929148
35801,22217,3,1,0.0018244609999929148
35803,20623,3,1,0.0018244609999929148
35844,10369,3,1,0.0018244609999929148
35845,25693,3,1,0.0018244609999929148
35872,34863,3,1,0.0018244609999929148
35918,28133,3,1,0.0018244609999929148
35970,21362,3,1,0.0018244609999929148
36040,21612,3,1,0.0018244609999929148
36083,21848,3,1,0.0018244609999929148
36107,35609,3,1,0.0018244609999929148
36140,37508,3,1,0.0018244609999929148
36189,22328,3,1,0.0018244609999929148
36256,27885,3,1,0.0018244609999929148
36262,25973,3,1,0.0018244609999929148
36264,33175,3,1,0.0018244609999929148
36282,24314,3,1,0.0018244609999929148
36318,13153,3,1,0.0018244609999929148
36388,33182,3,1,0.0018244609999929148
36405,34644,3,1,0.0018244609999929148
36431,5516,3,1,0.0018244609999929148
36600,24413,3,1,0.0018244609999929148
36649,869,3,1,0.0018244609999929148
36707,25097,3,1,0.0018244609999929148
36974,26835,3,1,0.0018244609999929148
37127,28059,3,1,0.0018244609999929148
37179,29504,3,1,0.0018244609999929148
37198,32811,3,1,0.0018244609999929148
37201,35744,3,1,0.0018244609999929148
37208,28825,3,1,0.0018244609999929148
37391,33573,3,1,0.0018244609999929148
37406,37245,3,1,0.0018244609999929148
37492,7101,3,1,0.0018244609999929148
342,34,4,1,0.0018244609999929148
468,24921,4,1,0.0018244609999929148
708,10956,4,1,0.0018244609999929148
824,66,4,1,0.0018244609999929148
1453,19752,4,1,0.0018244609999929148
1859,10730,4,1,0.0018244609999929148
2029,37072,4,1,0.0018244609999929148
2291,14052,4,1,0.0018244609999929148
2320,33127,4,1,0.0018244609999929148
2590,12133,4,1,0.0018244609999929148
2664,20910,4,1,0.0018244609999929148
3121,374,4,1,0.0018244609999929148
3537,427,4,1,0.0018244609999929148
3971,14093,4,1,0.0018244609999929148
3972,17834,4,1,0.0018244609999929148
4028,4178,4,1,0.0018244609999929148
4030,900,4,1,0.0018244609999929148
4039,20795,4,1,0.0018244609999929148
4086,27103,4,1,0.0018244609999929148
4095,19225,4,1,0.0018244609999929148
4138,4952,4,1,0.0018244609999929148
4154,1584,4,1,0.0018244609999929148
4161,36933,4,1,0.0018244609999929148
4163,14773,4,1,0.0018244609999929148
4170,10122,4,1,0.0018244609999929148
4222,19474,4,1,0.0018244609999929148
4431,24667,4,1,0.0018244609999929148
4462,526,4,1,0.0018244609999929148
4556,26420,4,1,0.0018244609999929148
4624,32641,4,1,0.0018244609999929148
4932,614,4,1,0.0018244609999929148
4935,616,4,1,0.0018244609999929148
4958,13302,4,1,0.0018244609999929148
4962,622,4,1,0.0018244609999929148
5241,18185,4,1,0.0018244609999929148
5574,729,4,1,0.0018244609999929148
6042,22934,4,1,0.0018244609999929148
6170,13582,4,1,0.0018244609999929148
6187,822,4,1,0.0018244609999929148
6265,838,4,1,0.0018244609999929148
6329,24790,4,1,0.0018244609999929148
6364,25772,4,1,0.0018244609999929148
6404,867,4,1,0.0018244609999929148
6453,7259,4,1,0.0018244609999929148
6855,30036,4,1,0.0018244609999929148
7127,2264,4,1,0.0018244609999929148
7322,21087,4,1,0.0018244609999929148
7397,28163,4,1,0.0018244609999929148
7558,9479,4,1,0.0018244609999929148
7897,18909,4,1,0.0018244609999929148
7930,25886,4,1,0.0018244609999929148
7932,36416,4,1,0.0018244609999929148
7977,15741,4,1,0.0018244609999929148
8032,1034,4,1,0.0018244609999929148
8158,1066,4,1,0.0018244609999929148
8294,18943,4,1,0.0018244609999929148
8616,17974,4,1,0.0018244609999929148
8777,18444,4,1,0.0018244609999929148
8782,18641,4,1,0.0018244609999929148
8818,1135,4,1,0.0018244609999929148
8901,20881,4,1,0.0018244609999929148
8911,1162,4,1,0.0018244609999929148
8912,33944,4,1,0.0018244609999929148
8921,20034,4,1,0.0018244609999929148
8936,4084,4,1,0.0018244609999929148
9027,34937,4,1,0.0018244609999929148
9175,1197,4,1,0.0018244609999929148
9217,17853,4,1,0.0018244609999929148
9458,30280,4,1,0.0018244609999929148
9504,1248,4,1,0.0018244609999929148
9696,1296,4,1,0.0018244609999929148
10186,23610,4,1,0.0018244609999929148
10188,16444,4,1,0.0018244609999929148
10193,15529,4,1,0.0018244609999929148
10196,18601,4,1,0.0018244609999929148
10197,12215,4,1,0.0018244609999929148
10346,20855,4,1,0.0018244609999929148
10363,1930,4,1,0.0018244609999929148
10475,31326,4,1,0.0018244609999929148
10660,32663,4,1,0.0018244609999929148
10691,18597,4,1,0.0018244609999929148
10917,11608,4,1,0.0018244609999929148
11025,29056,4,1,0.0018244609999929148
11111,1601,4,1,0.0018244609999929148
11506,2631,4,1,0.0018244609999929148
11660,30828,4,1,0.0018244609999929148
11945,3614,4,1,0.0018244609999929148
12005,31720,4,1,0.0018244609999929148
12357,13786,4,1,0.0018244609999929148
12654,27017,4,1,0.0018244609999929148
12866,5931,4,1,0.0018244609999929148
12903,15267,4,1,0.0018244609999929148
13168,28823,4,1,0.0018244609999929148
13363,6531,4,1,0.0018244609999929148
13995,32993,4,1,0.0018244609999929148
14040,35322,4,1,0.0018244609999929148
14497,6762,4,1,0.0018244609999929148
14631,26657,4,1,0.0018244609999929148
14898,4153,4,1,0.0018244609999929148
14902,1743,4,1,0.0018244609999929148
14977,15488,4,1,0.0018244609999929148
14986,17448,4,1,0.0018244609999929148
15080,30689,4,1,0.0018244609999929148
15163,33846,4,1,0.0018244609999929148
15232,1757,4,1,0.0018244609999929148
15244,10584,4,1,0.0018244609999929148
15365,1797,4,1,0.0018244609999929148
15472,37379,4,1,0.0018244609999929148
15649,15763,4,1,0.0018244609999929148
15717,36986,4,1,0.0018244609999929148
15741,8633,4,1,0.0018244609999929148
15921,24824,4,1,0.0018244609999929148
15930,6408,4,1,0.0018244609999929148
16091,22518,4,1,0.0018244609999929148
16119,2077,4,1,0.0018244609999929148
16162,18608,4,1,0.0018244609999929148
16359,31332,4,1,0.0018244609999929148
16406,2003,4,1,0.0018244609999929148
16480,2637,4,1,0.0018244609999929148
16685,33638,4,1,0.0018244609999929148
16690,21652,4,1,0.0018244609999929148
16954,16629,4,1,0.0018244609999929148
17148,12305,4,1,0.0018244609999929148
17226,14375,4,1,0.0018244609999929148
17275,2293,4,1,0.0018244609999929148
17349,27467,4,1,0.0018244609999929148
17639,14376,4,1,0.0018244609999929148
17642,35057,4,1,0.0018244609999929148
17650,29222,4,1,0.0018244609999929148
17911,29809,4,1,0.0018244609999929148
18004,2533,4,1,0.0018244609999929148
18072,16925,4,1,0.0018244609999929148
18120,12767,4,1,0.0018244609999929148
18179,8233,4,1,0.0018244609999929148
18180,32560,4,1,0.0018244609999929148
18219,2623,4,1,0.0018244609999929148
18280,30900,4,1,0.0018244609999929148
18314,15102,4,1,0.0018244609999929148
18315,36129,4,1,0.0018244609999929148
18320,34230,4,1,0.0018244609999929148
18321,4341,4,1,0.0018244609999929148
18334,30869,4,1,0.0018244609999929148
18341,24578,4,1,0.0018244609999929148
18393,2657,4,1,0.0018244609999929148
18804,2846,4,1,0.0018244609999929148
18821,25927,4,1,0.0018244609999929148
18919,8218,4,1,0.0018244609999929148
18927,8954,4,1,0.0018244609999929148
18980,10571,4,1,0.0018244609999929148
18994,21004,4,1,0.0018244609999929148
19026,2738,4,1,0.0018244609999929148
19286,3047,4,1,0.0018244609999929148
19290,3052,4,1,0.0018244609999929148
19352,20694,4,1,0.0018244609999929148
19353,22256,4,1,0.0018244609999929148
19354,21412,4,1,0.0018244609999929148
19387,12755,4,1,0.0018244609999929148
19434,3134,4,1,0.0018244609999929148
19461,10251,4,1,0.0018244609999929148
19466,7589,4,1,0.0018244609999929148
19473,8373,4,1,0.0018244609999929148
19486,36577,4,1,0.0018244609999929148
19493,2145,4,1,0.0018244609999929148
19521,9446,4,1,0.0018244609999929148
19523,15943,4,1,0.0018244609999929148
19529,16948,4,1,0.0018244609999929148
19539,31867,4,1,0.0018244609999929148
19546,19133,4,1,0.0018244609999929148
19549,1100,4,1,0.0018244609999929148
19555,16619,4,1,0.0018244609999929148
19565,22656,4,1,0.0018244609999929148
19613,5663,4,1,0.0018244609999929148
19631,3566,4,1,0.0018244609999929148
19650,4549,4,1,0.0018244609999929148
19666,26064,4,1,0.0018244609999929148
19671,23152,4,1,0.0018244609999929148
19674,24370,4,1,0.0018244609999929148
